state,program,network,period,value,medium
AR,CBS EVENING NEWS,CBS  Affiliates,since 2016,5932,tv
OK,20/20-FRI,ABC Affiliates,since 2016,5919,tv
UT,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,5821,tv
CT,CBS SATURDAY MORNING,CBS  Affiliates,since 2016,5799,tv
IA,"GOOD MORNING, AMERICA",ABC Affiliates,since 2016,5781,tv
IA,FOX AND FRIENDS,FOXNC,since 2016,5780,tv
HI,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,5763,tv
NE,"GOOD MORNING, AMERICA",ABC Affiliates,since 2016,5745,tv
CT,CBS EVENING NEWS,CBS  Affiliates,since 2016,5697,tv
KS,TODAY SHOW,NBC Affiliates,since 2016,5696,tv
OR,CNN NEWSROOM,CNN,since 2016,5695,tv
CT,"GOOD MORNING, AMERICA",ABC Affiliates,since 2016,5681,tv
MS,60 MINUTES,CBS  Affiliates,since 2016,5672,tv
NE,ABC WORLD NEWS TONIGHT,ABC Affiliates,since 2016,5597,tv
VT,NBC NIGHTLY NEWS,NBC Affiliates,since 2016,5521,tv
KS,CBS EVENING NEWS,CBS  Affiliates,since 2016,5496,tv
UT,NBC NIGHTLY NEWS,NBC Affiliates,since 2016,5454,tv
SD,ABC WORLD NEWS TONIGHT,ABC Affiliates,since 2016,5391,tv
AR,TUCKER CARLSON TONIGHT,FOXNC,since 2016,5304,tv
AR,20/20-FRI,ABC Affiliates,since 2016,5276,tv
WV,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,5209,tv
CO,SUNDAY MORNING,CBS  Affiliates,since 2016,5194,tv
AR,JESSE WATTERS PRIMETIME,FOXNC,since 2016,5136,tv
AR,SPECIAL RPT W/BRET BAIER,FOXNC,since 2016,5099,tv
NM,NBC NIGHTLY NEWS,NBC Affiliates,since 2016,5084,tv
NV,TUCKER CARLSON TONIGHT,FOXNC,since 2016,5062,tv
MS,TODAY THIRD HOUR,NBC Affiliates,since 2016,5036,tv
KS,ABC WORLD NEWS TONIGHT,ABC Affiliates,since 2016,5023,tv
RI,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,5013,tv
MT,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,4860,tv
ME,"GOOD MORNING, AMERICA",ABC Affiliates,since 2016,4847,tv
NE,"INGRAHAM ANGLE, THE",FOXNC,since 2016,4846,tv
NE,HANNITY,FOXNC,since 2016,4832,tv
ME,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,4806,tv
NE,TUCKER CARLSON TONIGHT,FOXNC,since 2016,4786,tv
VT,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,4771,tv
MT,TODAY SHOW,NBC Affiliates,since 2016,4666,tv
NM,LATE SHOW-STEPHEN COLBERT,CBS  Affiliates,since 2016,4639,tv
NM,CBS EVENING NEWS,CBS  Affiliates,since 2016,4624,tv
NM,60 MINUTES,CBS  Affiliates,since 2016,4585,tv
NV,HANNITY,FOXNC,since 2016,4555,tv
NV,"INGRAHAM ANGLE, THE",FOXNC,since 2016,4478,tv
KS,LATE SHOW-STEPHEN COLBERT,CBS  Affiliates,since 2016,4467,tv
SD,FS FILES MON 7P,Court TV Mystery,since 2016,4453,tv
ME,60 MINUTES,CBS  Affiliates,since 2016,4333,tv
MS,CBS EVENING NEWS,CBS  Affiliates,since 2016,4252,tv
NV,DEADLINE:WHITE HOUSE,MSNBC,since 2016,4227,tv
NV,AMERICA REPORTS,FOXNC,since 2016,4225,tv
NE,GUTFELD!,FOXNC,since 2016,4170,tv
UT,TODAY SHOW,NBC Affiliates,since 2016,4161,tv
OR,TODAY SHOW,NBC Affiliates,since 2016,4149,tv
OR,PBS NEWSHOUR,All PBS Stations,since 2016,4063,tv
NE,SPECIAL RPT W/BRET BAIER,FOXNC,since 2016,4060,tv
MS,DATELINE: SECRETS UNCOVRD,OXYG,since 2016,4018,tv
OR,HANNITY,FOXNC,since 2016,4004,tv
OR,60 MINUTES,CBS  Affiliates,since 2016,3988,tv
UT,HANNITY,FOXNC,since 2016,3980,tv
RI,TODAY THIRD HOUR,NBC Affiliates,since 2016,3962,tv
OR,TUCKER CARLSON TONIGHT,FOXNC,since 2016,3915,tv
OR,PBS NEWSHOUR,PBS Primary Network Affiliates,since 2016,3906,tv
WV,ABC WORLD NEWS TONIGHT,ABC Affiliates,since 2016,3899,tv
NM,CNN NEWSROOM,CNN,since 2016,3839,tv
NE,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,3830,tv
UT,TUCKER CARLSON TONIGHT,FOXNC,since 2016,3797,tv
MS,"GOOD MORNING, AMERICA",ABC Affiliates,since 2016,3794,tv
KS,DATELINE: SECRETS UNCOVRD,OXYG,since 2016,3786,tv
NE,JESSE WATTERS PRIMETIME,FOXNC,since 2016,3771,tv
ID,HANNITY,FOXNC,since 2016,3766,tv
ND,NBC NIGHTLY NEWS,NBC Affiliates,since 2016,3684,tv
ID,TUCKER CARLSON TONIGHT,FOXNC,since 2016,3663,tv
NE,AMERICA REPORTS,FOXNC,since 2016,3655,tv
UT,"INGRAHAM ANGLE, THE",FOXNC,since 2016,3648,tv
ID,"INGRAHAM ANGLE, THE",FOXNC,since 2016,3632,tv
KS,TUCKER CARLSON TONIGHT,FOXNC,since 2016,3613,tv
UT,60 MINUTES,CBS  Affiliates,since 2016,3597,tv
DE,60 MINUTES,CBS  Affiliates,since 2016,3583,tv
DE,NBC NIGHTLY NEWS,NBC Affiliates,since 2016,3529,tv
KS,CNN NEWSROOM,CNN,since 2016,3511,tv
RI,CBS SATURDAY MORNING,CBS  Affiliates,since 2016,3509,tv
MT,SUNDAY MORNING,CBS  Affiliates,since 2016,3493,tv
HI,CBS EVENING NEWS,CBS  Affiliates,since 2016,3427,tv
NM,GMA NSNA,ABC Affiliates,since 2016,3366,tv
HI,CNN NEWSROOM,CNN,since 2016,3360,tv
WV,TODAY THIRD HOUR,NBC Affiliates,since 2016,3303,tv
RI,CBS EVENING NEWS,CBS  Affiliates,since 2016,3282,tv
ME,NBC NITELY NEWS-SUN,NBC Affiliates,since 2016,3237,tv
RI,TODAY HODA & JENNA,NBC Affiliates,since 2016,3232,tv
ME,DATELINE: SECRETS UNCOVRD,OXYG,since 2016,3228,tv
WV,NBC-NITELY-NEWS,NBC Affiliates,since 2016,3211,tv
UT,LATE SHOW-STEPHEN COLBERT,CBS  Affiliates,since 2016,3172,tv
RI,60 MINUTES,CBS  Affiliates,since 2016,3166,tv
UT,DATELINE: SECRETS UNCOVRD,OXYG,since 2016,3142,tv
ME,CBS EVENING NEWS,CBS  Affiliates,since 2016,3121,tv
SD,CBS EVENING NEWS,CBS  Affiliates,since 2016,3091,tv
WV,60 MINUTES,CBS  Affiliates,since 2016,3052,tv
UT,CBS EVENING NEWS,CBS  Affiliates,since 2016,2973,tv
ID,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,2958,tv
ME,SATURDAY TODAY,NBC Affiliates,since 2016,2896,tv
MT,60 MINUTES,CBS  Affiliates,since 2016,2896,tv
WV,TUCKER CARLSON TONIGHT,FOXNC,since 2016,2869,tv
DE,ABC WORLD NEWS TONIGHT,ABC Affiliates,since 2016,2835,tv
WV,"INGRAHAM ANGLE, THE",FOXNC,since 2016,2821,tv
WV,AMERICA REPORTS,FOXNC,since 2016,2812,tv
VT,60 MINUTES,CBS  Affiliates,since 2016,2795,tv
HI,ABC WORLD NEWS TONIGHT,ABC Affiliates,since 2016,2748,tv
ID,JESSE WATTERS PRIMETIME,FOXNC,since 2016,2720,tv
MT,CBS EVENING NEWS,CBS  Affiliates,since 2016,2712,tv
RI,CNN NEWSROOM,CNN,since 2016,2707,tv
HI,NBC NIGHTLY NEWS,NBC Affiliates,since 2016,2697,tv
SD,LATE SHOW-STEPHEN COLBERT,CBS  Affiliates,since 2016,2679,tv
VT,TODAY SHOW,NBC Affiliates,since 2016,2651,tv
DE,CNN NEWSROOM,CNN,since 2016,2631,tv
ND,TODAY SHOW,NBC Affiliates,since 2016,2619,tv
NH,GMA NSNA,ABC Affiliates,since 2016,2608,tv
WY,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,2555,tv
ID,FORENSIC FILES,HLN,since 2016,2516,tv
AK,NBC NIGHTLY NEWS,NBC Affiliates,since 2016,2504,tv
DC,NBC NIGHTLY NEWS,NBC Affiliates,since 2016,2466,tv
VT,NBC NITELY NEWS-SUN,NBC Affiliates,since 2016,2427,tv
MT,NBC NIGHTLY NEWS,NBC Affiliates,since 2016,2409,tv
NH,60 MINUTES,CBS  Affiliates,since 2016,2381,tv
SD,60 MINUTES,CBS  Affiliates,since 2016,2377,tv
SD,CBS SATURDAY MORNING,CBS  Affiliates,since 2016,2367,tv
HI,LATE SHOW-STEPHEN COLBERT,CBS  Affiliates,since 2016,2352,tv
VT,ABC WORLD NEWS TONIGHT,ABC Affiliates,since 2016,2342,tv
DE,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,2313,tv
ID,AMERICA REPORTS,FOXNC,since 2016,2304,tv
HI,60 MINUTES,CBS  Affiliates,since 2016,2282,tv
HI,BEAT W/ARI MELBER,MSNBC,since 2016,2247,tv
ID,"FIVE, THE",FOXNC,since 2016,2245,tv
ID,SPECIAL RPT W/BRET BAIER,FOXNC,since 2016,2232,tv
NH,CNN NEWSROOM,CNN,since 2016,2225,tv
HI,DEADLINE:WHITE HOUSE,MSNBC,since 2016,2207,tv
VT,CBS EVENING NEWS,CBS  Affiliates,since 2016,2207,tv
RI,SATURDAY TODAY,NBC Affiliates,since 2016,2191,tv
MT,CBS SATURDAY MORNING,CBS  Affiliates,since 2016,2163,tv
DE,TODAY SHOW,NBC Affiliates,since 2016,2121,tv
SD,HANNITY,FOXNC,since 2016,2102,tv
SD,TUCKER CARLSON TONIGHT,FOXNC,since 2016,2072,tv
VT,DEADLINE:WHITE HOUSE,MSNBC,since 2016,2042,tv
DE,CBS SATURDAY MORNING,CBS  Affiliates,since 2016,2012,tv
MT,SUNDAY-MRN,CBS  Affiliates,since 2016,2010,tv
MT,DATELINE: SECRETS UNCOVRD,OXYG,since 2016,1988,tv
HI,11TH HOUR W/B. WILLIAMS,MSNBC,since 2016,1985,tv
SD,SUNDAY MORNING,CBS  Affiliates,since 2016,1967,tv
NH,20/20-FRI,ABC Affiliates,since 2016,1902,tv
MT,AMERICA REPORTS,FOXNC,since 2016,1893,tv
VT,REIDOUT,MSNBC,since 2016,1863,tv
WY,CBS EVENING NEWS,CBS  Affiliates,since 2016,1838,tv
NH,TUCKER CARLSON TONIGHT,FOXNC,since 2016,1837,tv
VT,BEAT W/ARI MELBER,MSNBC,since 2016,1824,tv
NH,WNT-ABC,ABC Affiliates,since 2016,1727,tv
DC,TODAY SHOW,NBC Affiliates,since 2016,1673,tv
DC,TODAY HODA & JENNA,NBC Affiliates,since 2016,1672,tv
DC,ABC WORLD NEWS TONIGHT,ABC Affiliates,since 2016,1635,tv
NH,HANNITY,FOXNC,since 2016,1624,tv
AK,TODAY SHOW,NBC Affiliates,since 2016,1619,tv
ND,60 MINUTES,CBS  Affiliates,since 2016,1618,tv
NH,LATE SHOW-STEPHEN COLBERT,CBS  Affiliates,since 2016,1600,tv
WY,CNN NEWSROOM,CNN,since 2016,1597,tv
WY,OUTNUMBERED,FOXNC,since 2016,1575,tv
DE,TODAY HODA & JENNA,NBC Affiliates,since 2016,1479,tv
DE,"GOOD MORNING, AMERICA",ABC Affiliates,since 2016,1438,tv
WY,FOX NEWS LIVE,FOXNC,since 2016,1398,tv
DC,60 MINUTES,CBS  Affiliates,since 2016,1394,tv
DE,TODAY THIRD HOUR,NBC Affiliates,since 2016,1375,tv
DC,TODAY THIRD HOUR,NBC Affiliates,since 2016,1370,tv
AK,COURT TV LIVE 9A,Court TV,since 2016,1303,tv
WY,AMERICA REPORTS,FOXNC,since 2016,1294,tv
DC,CNN NEWSROOM,CNN,since 2016,1279,tv
WY,"STORY, THE",FOXNC,since 2016,1227,tv
WY,HOW IT REALLY HAPPENED,HLN,since 2016,1213,tv
WY,NBC NIGHTLY NEWS,NBC Affiliates,since 2016,1163,tv
WY,VENGEANCE: KILLER LOVERS,HLN,since 2016,1145,tv
AK,60 MINUTES,CBS  Affiliates,since 2016,1130,tv
ND,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,1037,tv
ND,NBC NITELY NEWS-SUN,NBC Affiliates,since 2016,1011,tv
DC,LATE SHOW-STEPHEN COLBERT,CBS  Affiliates,since 2016,1004,tv
AK,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,989,tv
DC,CBS MORNING NEWS- 6:30AM,CBS  Affiliates,since 2016,977,tv
ND,ABC WORLD NEWS TONIGHT,ABC Affiliates,since 2016,930,tv
ND,TODAY HODA & JENNA,NBC Affiliates,since 2016,904,tv
ND,NBC-NITELY-NEWS,NBC Affiliates,since 2016,896,tv
ND,TONIGHT SHOW,NBC Affiliates,since 2016,892,tv
DC,NEW DAY,CNN,since 2016,801,tv
ND,CBS SATURDAY MORNING,CBS  Affiliates,since 2016,787,tv
AK,11TH HOUR W/B. WILLIAMS,MSNBC,since 2016,541,tv
AK,LAST WORD W/ L. ODONNELL,MSNBC,since 2016,541,tv
AK,NBC-NITELY-NEWS,NBC Affiliates,since 2016,495,tv
AK,ALL IN W/ CHRIS HAYES,MSNBC,since 2016,494,tv
AK,NEWSNATION: RUSH HOUR,NewsNation,since 2016,483,tv
